"year","zone","domain","measure","value"
"2004","S01002263","Health","Rank",6356
"2004","S01002263","Income","Rank",6102
"2004","S01002263","SIMD","Rank",6322
"2012","S01002263","Education Skills And Training","Rank",6329
"2009","S01002263","Access To Services","Rank",3105
"2006","S01002263","Income","Rank",6263
"2012","S01002263","Employment","Rank",6344
"2006","S01002263","Housing","Rank",6328
"2012","S01002263","Housing","Rank",6328
"2006","S01002263","Employment","Rank",6406
"2009","S01002263","Crime","Rank",4072
"2006","S01002263","Access To Services","Rank",2295
"2009","S01002263","Education Skills And Training","Rank",6426
"2012","S01002263","SIMD","Rank",6253
"2004","S01002263","Education Skills And Training","Rank",6389
"2009","S01002263","SIMD","Rank",6340
"2009","S01002263","Income","Rank",6179
"2009","S01002263","Housing","Rank",6328
"2006","S01002263","Education Skills And Training","Rank",6426
"2004","S01002263","Housing","Rank",6328
"2006","S01002263","SIMD","Decile",10
"2012","S01002263","Education Skills And Training","Decile",10
"2004","S01002263","Access To Services","Decile",3
"2006","S01002263","Access To Services","Decile",4
"2012","S01002263","Crime","Decile",6
"2009","S01002263","SIMD","Decile",10
"2009","S01002263","Access To Services","Decile",5
"2009","S01002263","Crime","Decile",7
"2012","S01002263","Access To Services","Decile",4
"2006","S01002263","Crime","Decile",7
"2012","S01002263","Employment","Decile",10
"2004","S01002263","Employment","Decile",10
"2006","S01002263","Employment","Decile",10
"2012","S01002263","SIMD","Decile",10
"2004","S01002263","SIMD","Decile",10
"2009","S01002263","Employment","Decile",10
"2012","S01002263","Health","Decile",10
"2004","S01002263","Education Skills And Training","Decile",10
"2006","S01002263","Health","Decile",10
"2006","S01002263","Education Skills And Training","Decile",10
"2009","S01002263","Health","Decile",10
"2009","S01002263","Education Skills And Training","Decile",10
"2004","S01002263","Health","Decile",10
"2006","S01002263","Income","Decile",10
"2004","S01002263","Housing","Decile",10
"2012","S01002263","Housing","Decile",10
"2004","S01002263","Income","Decile",10
"2012","S01002263","Income","Decile",10
"2009","S01002263","Housing","Decile",10
"2006","S01002263","Housing","Decile",10
"2009","S01002263","Income","Decile",10
"2009","S01002263","Education Skills And Training","Vigintile",20
"2012","S01002263","Education Skills And Training","Vigintile",20
"2006","S01002263","Education Skills And Training","Vigintile",20
"2004","S01002263","Education Skills And Training","Vigintile",20
"2009","S01002263","Employment","Vigintile",19
"2004","S01002263","Employment","Vigintile",20
"2006","S01002263","Employment","Vigintile",20
"2012","S01002263","Employment","Vigintile",20
"2004","S01002263","Health","Vigintile",20
"2012","S01002263","Health","Vigintile",19
"2006","S01002263","Health","Vigintile",20
"2009","S01002263","Health","Vigintile",20
"2012","S01002263","Housing","Vigintile",20
"2004","S01002263","Housing","Vigintile",20
"2006","S01002263","Housing","Vigintile",20
"2009","S01002263","Housing","Vigintile",20
"2004","S01002263","Access To Services","Vigintile",6
"2006","S01002263","Access To Services","Vigintile",8
"2009","S01002263","Access To Services","Vigintile",10
"2012","S01002263","Access To Services","Vigintile",7
"2006","S01002263","Crime","Vigintile",14
"2012","S01002263","Crime","Vigintile",12
"2009","S01002263","Crime","Vigintile",13
"2009","S01002263","Income","Vigintile",19
"2006","S01002263","Income","Vigintile",20
"2012","S01002263","Income","Vigintile",20
"2004","S01002263","Income","Vigintile",19
"2012","S01002263","SIMD","Vigintile",20
"2006","S01002263","SIMD","Vigintile",20
"2004","S01002263","SIMD","Vigintile",20
"2009","S01002263","SIMD","Vigintile",20
"2012","S01002263","Housing","Quintile",5
"2004","S01002263","Employment","Quintile",5
"2009","S01002263","Income","Quintile",5
"2006","S01002263","Income","Quintile",5
"2012","S01002263","Income","Quintile",5
"2006","S01002263","Housing","Quintile",5
"2004","S01002263","Income","Quintile",5
"2009","S01002263","Housing","Quintile",5
"2006","S01002263","Health","Quintile",5
"2012","S01002263","Education Skills And Training","Quintile",5
"2004","S01002263","Health","Quintile",5
"2004","S01002263","Education Skills And Training","Quintile",5
"2009","S01002263","Education Skills And Training","Quintile",5
"2012","S01002263","Health","Quintile",5
"2009","S01002263","Health","Quintile",5
"2006","S01002263","Employment","Quintile",5
"2009","S01002263","SIMD","Quintile",5
"2006","S01002263","Education Skills And Training","Quintile",5
"2004","S01002263","SIMD","Quintile",5
"2009","S01002263","Employment","Quintile",5
"2006","S01002263","SIMD","Quintile",5
"2012","S01002263","Crime","Quintile",3
"2009","S01002263","Crime","Quintile",4
"2012","S01002263","SIMD","Quintile",5
"2012","S01002263","Access To Services","Quintile",2
"2009","S01002263","Access To Services","Quintile",3
"2012","S01002263","Employment","Quintile",5
"2006","S01002263","Crime","Quintile",4
"2006","S01002263","Access To Services","Quintile",2
"2004","S01002263","Access To Services","Quintile",2
"2004","S01002263","Housing","Quintile",5
"2012","S01002264","Access To Services","Rank",6059
"2006","S01002264","Health","Rank",4028
"2009","S01002264","Employment","Rank",3566
"2012","S01002264","Health","Rank",2660
"2006","S01002264","SIMD","Rank",4080
"2006","S01002264","Crime","Rank",2400
"2004","S01002264","Employment","Rank",4267
"2012","S01002264","Crime","Rank",2499
"2004","S01002264","Access To Services","Rank",6031
"2009","S01002264","Health","Rank",3544
"2012","S01002264","Income","Rank",4106
"2004","S01002264","Health","Rank",5055
"2004","S01002264","Income","Rank",4072
"2004","S01002264","SIMD","Rank",4708
"2012","S01002264","Education Skills And Training","Rank",4672
"2009","S01002264","Access To Services","Rank",6033
"2006","S01002264","Income","Rank",3291
"2012","S01002264","Employment","Rank",3560
"2006","S01002264","Housing","Rank",1146
"2012","S01002264","Housing","Rank",1146
"2006","S01002264","Employment","Rank",3701
"2009","S01002264","Crime","Rank",3602
"2006","S01002264","Access To Services","Rank",6038
"2009","S01002264","Education Skills And Training","Rank",4381
"2012","S01002264","SIMD","Rank",4123
"2004","S01002264","Education Skills And Training","Rank",4616
"2009","S01002264","SIMD","Rank",4351
"2009","S01002264","Income","Rank",4011
"2009","S01002264","Housing","Rank",1146
"2006","S01002264","Education Skills And Training","Rank",4371
"2004","S01002264","Housing","Rank",1146
"2006","S01002264","SIMD","Decile",7
"2012","S01002264","Education Skills And Training","Decile",8
"2004","S01002264","Access To Services","Decile",10
"2006","S01002264","Access To Services","Decile",10
"2012","S01002264","Crime","Decile",4
"2009","S01002264","SIMD","Decile",7
"2009","S01002264","Access To Services","Decile",10
"2009","S01002264","Crime","Decile",6
"2012","S01002264","Access To Services","Decile",10
"2006","S01002264","Crime","Decile",4
"2012","S01002264","Employment","Decile",6
"2004","S01002264","Employment","Decile",7
"2006","S01002264","Employment","Decile",6
"2012","S01002264","SIMD","Decile",7
"2004","S01002264","SIMD","Decile",8
"2009","S01002264","Employment","Decile",6
"2012","S01002264","Health","Decile",5
"2004","S01002264","Education Skills And Training","Decile",8
"2006","S01002264","Health","Decile",7
"2006","S01002264","Education Skills And Training","Decile",7
"2009","S01002264","Health","Decile",6
"2009","S01002264","Education Skills And Training","Decile",7
"2004","S01002264","Health","Decile",8
"2006","S01002264","Income","Decile",6
"2004","S01002264","Housing","Decile",2
"2012","S01002264","Housing","Decile",2
"2004","S01002264","Income","Decile",7
"2012","S01002264","Income","Decile",7
"2009","S01002264","Housing","Decile",2
"2006","S01002264","Housing","Decile",2
"2009","S01002264","Income","Decile",7
"2009","S01002264","Education Skills And Training","Vigintile",14
"2012","S01002264","Education Skills And Training","Vigintile",15
"2006","S01002264","Education Skills And Training","Vigintile",14
"2004","S01002264","Education Skills And Training","Vigintile",15
"2009","S01002264","Employment","Vigintile",11
"2004","S01002264","Employment","Vigintile",14
"2006","S01002264","Employment","Vigintile",12
"2012","S01002264","Employment","Vigintile",11
"2004","S01002264","Health","Vigintile",16
"2012","S01002264","Health","Vigintile",9
"2006","S01002264","Health","Vigintile",13
"2009","S01002264","Health","Vigintile",11
"2012","S01002264","Housing","Vigintile",4
"2004","S01002264","Housing","Vigintile",4
"2006","S01002264","Housing","Vigintile",4
"2009","S01002264","Housing","Vigintile",4
"2004","S01002264","Access To Services","Vigintile",19
"2006","S01002264","Access To Services","Vigintile",19
"2009","S01002264","Access To Services","Vigintile",19
"2012","S01002264","Access To Services","Vigintile",19
"2006","S01002264","Crime","Vigintile",8
"2012","S01002264","Crime","Vigintile",8
"2009","S01002264","Crime","Vigintile",12
"2009","S01002264","Income","Vigintile",13
"2006","S01002264","Income","Vigintile",11
"2012","S01002264","Income","Vigintile",13
"2004","S01002264","Income","Vigintile",13
"2012","S01002264","SIMD","Vigintile",13
"2006","S01002264","SIMD","Vigintile",13
"2004","S01002264","SIMD","Vigintile",15
"2009","S01002264","SIMD","Vigintile",14
"2012","S01002264","Housing","Quintile",1
"2004","S01002264","Employment","Quintile",4
"2009","S01002264","Income","Quintile",4
"2006","S01002264","Income","Quintile",3
"2012","S01002264","Income","Quintile",4
"2006","S01002264","Housing","Quintile",1
"2004","S01002264","Income","Quintile",4
"2009","S01002264","Housing","Quintile",1
"2006","S01002264","Health","Quintile",4
"2012","S01002264","Education Skills And Training","Quintile",4
"2004","S01002264","Health","Quintile",4
"2004","S01002264","Education Skills And Training","Quintile",4
"2009","S01002264","Education Skills And Training","Quintile",4
"2012","S01002264","Health","Quintile",3
"2009","S01002264","Health","Quintile",3
"2006","S01002264","Employment","Quintile",3
"2009","S01002264","SIMD","Quintile",4
"2006","S01002264","Education Skills And Training","Quintile",4
"2004","S01002264","SIMD","Quintile",4
"2009","S01002264","Employment","Quintile",3
"2006","S01002264","SIMD","Quintile",4
"2012","S01002264","Crime","Quintile",2
"2009","S01002264","Crime","Quintile",3
"2012","S01002264","SIMD","Quintile",4
"2012","S01002264","Access To Services","Quintile",5
"2009","S01002264","Access To Services","Quintile",5
"2012","S01002264","Employment","Quintile",3
"2006","S01002264","Crime","Quintile",2
"2006","S01002264","Access To Services","Quintile",5
"2004","S01002264","Access To Services","Quintile",5
"2004","S01002264","Housing","Quintile",1
"2012","S01002265","Access To Services","Rank",5565
"2006","S01002265","Health","Rank",846
"2009","S01002265","Employment","Rank",1588
"2012","S01002265","Health","Rank",1492
"2006","S01002265","SIMD","Rank",863
"2006","S01002265","Crime","Rank",1135
"2004","S01002265","Employment","Rank",814
"2012","S01002265","Crime","Rank",679
"2004","S01002265","Access To Services","Rank",3631
"2009","S01002265","Health","Rank",1050
"2012","S01002265","Income","Rank",1085
"2004","S01002265","Health","Rank",576
"2004","S01002265","Income","Rank",487
"2004","S01002265","SIMD","Rank",534
"2012","S01002265","Education Skills And Training","Rank",467
"2009","S01002265","Access To Services","Rank",5419
"2006","S01002265","Income","Rank",724
"2012","S01002265","Employment","Rank",1858
"2006","S01002265","Housing","Rank",749
"2012","S01002265","Housing","Rank",749
"2006","S01002265","Employment","Rank",1173
"2009","S01002265","Crime","Rank",1079
"2006","S01002265","Access To Services","Rank",5159
"2009","S01002265","Education Skills And Training","Rank",623
"2012","S01002265","SIMD","Rank",1195
"2004","S01002265","Education Skills And Training","Rank",364
"2009","S01002265","SIMD","Rank",1038
"2009","S01002265","Income","Rank",814
"2009","S01002265","Housing","Rank",749
"2006","S01002265","Education Skills And Training","Rank",631
"2004","S01002265","Housing","Rank",749
"2006","S01002265","SIMD","Decile",2
"2012","S01002265","Education Skills And Training","Decile",1
"2004","S01002265","Access To Services","Decile",6
"2006","S01002265","Access To Services","Decile",8
"2012","S01002265","Crime","Decile",2
"2009","S01002265","SIMD","Decile",2
"2009","S01002265","Access To Services","Decile",9
"2009","S01002265","Crime","Decile",2
"2012","S01002265","Access To Services","Decile",9
"2006","S01002265","Crime","Decile",2
"2012","S01002265","Employment","Decile",3
"2004","S01002265","Employment","Decile",2
"2006","S01002265","Employment","Decile",2
"2012","S01002265","SIMD","Decile",2
"2004","S01002265","SIMD","Decile",1
"2009","S01002265","Employment","Decile",3
"2012","S01002265","Health","Decile",3
"2004","S01002265","Education Skills And Training","Decile",1
"2006","S01002265","Health","Decile",2
"2006","S01002265","Education Skills And Training","Decile",1
"2009","S01002265","Health","Decile",2
"2009","S01002265","Education Skills And Training","Decile",1
"2004","S01002265","Health","Decile",1
"2006","S01002265","Income","Decile",2
"2004","S01002265","Housing","Decile",2
"2012","S01002265","Housing","Decile",2
"2004","S01002265","Income","Decile",1
"2012","S01002265","Income","Decile",2
"2009","S01002265","Housing","Decile",2
"2006","S01002265","Housing","Decile",2
"2009","S01002265","Income","Decile",2
"2009","S01002265","Education Skills And Training","Vigintile",2
"2012","S01002265","Education Skills And Training","Vigintile",2
"2006","S01002265","Education Skills And Training","Vigintile",2
"2004","S01002265","Education Skills And Training","Vigintile",2
"2009","S01002265","Employment","Vigintile",5
"2004","S01002265","Employment","Vigintile",3
"2006","S01002265","Employment","Vigintile",4
"2012","S01002265","Employment","Vigintile",6
"2004","S01002265","Health","Vigintile",2
"2012","S01002265","Health","Vigintile",5
"2006","S01002265","Health","Vigintile",3
"2009","S01002265","Health","Vigintile",4
"2012","S01002265","Housing","Vigintile",3
"2004","S01002265","Housing","Vigintile",3
"2006","S01002265","Housing","Vigintile",3
"2009","S01002265","Housing","Vigintile",3
"2004","S01002265","Access To Services","Vigintile",12
"2006","S01002265","Access To Services","Vigintile",16
